IdPropia;IdCatPadre;Nombre Producto;Descripcion;Descripcion Corta;Código de referencia;Precio Sin IVA;Precio Con IVA;Cantidad;Activo;Meta Título;Meta Palabras Clave;Meta Descripción;URL Imagen
44;169;Bolsa Doble;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
45;169;Bolsa Triple;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
46;169;Bolsa con filtro Composelec;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
47;169;Bolsa Cuadruple;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
48;89;Filtro Pre-storage;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
49;170;Filtro Pre-storage;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
50;89;Filtro P/Rem;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
51;170;Filtro P/Rem;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
52;89;Filtro sepacell;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
53;170;Filtro sepacell;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
54;90;Kit de Medula Ósea;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
55;90;Anticoagulante ACD;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
56;90;Equipo ALYX ce Leucorreducidos;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
57;90;Equipo de Aféresis Cerrado un solo Acceso AMICUS;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
58;90;Equipo p/recolección de Células mononucleares;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
59;91;Terumo (Navajas esteril);;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
60;91;Grapas para Sellador;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
61;171;Donor Tube Stripperstainless Steel;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
62;171;Compoguard Balanza Mezcladora;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
63;91;Compomat G5 Fraccionador;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
64;171;RCC-Scale for CompoMat G5;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
65;171;PLS-Scale for CompoMat G5;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
66;171;Composeal Mobilea II Sellador dilectrico;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
67;91;Sillon para Donacion;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
68;92;AGAR BIGGY;Para el aislamiento de levaduras del género Candida;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
69;92;AGAR BILIS Y ROJO VIOLETA;Para el recuento de bacterias coliformes;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
70;92;AGAR CITRATO DE SIMMONS;Para diferenciar bacilos gram negativos en base a la utilización del citrato;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
71;92;AGAR DEXTROSA Y PAPA;Para la identificación, cultivo y recuento de hongos y levaduras de importancia sanitaria;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
72;92;AGAR DEXTROSA SABOURAUD;Para el cultivo de hongos y levaduras;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
73;92;AGAR EOSINA AZUL DE METILENO;Para el aislamiento y diferenciación de bacilos entéricos gram negativos;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
74;92;AGAR ESTAFILOCOCOS No. 110;Medio selectivo y diferencial para el cultivo y aislamiento de estafilococos;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
75;92;AGAR FENILALANINA;Para la diferenciación de especies de Proteus, Morganella y Providencia de otras enterobacterias;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
76;92;AGAR HIERRO DE KLIGLER;Para la identificación de bacilos gram negativos en base a su capacidad de fermentar dextrosa y lactosa y la producción de H2S;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
77;92;AGAR DE HIERRO Y LISINA;Para la identificación de enterobacterias, especialmente Salmonella basada en la descarboxilación/desaminación de la Lisina y la producción de H2S;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
78;92;AGAR MAC CONKEY;Medio selectivo y diferencial para el aislamiento de coliformes y otros bacilos gram negativos;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
79;92;AGAR PARA MÉTODOS ESTÁNDAR;Para el recuento de microorganismos mesofílicos aerobios de importancia sanitaria;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
80;92;AGAR MUELLER HINTON;Para pruebas de susceptibilidad antimicrobiana por difusión en agar en base al documento M2-A9 del CLSI;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
81;92;AGAR NUTRITIVO;Para el cultivo de microorganismos con pocas exigencias nutritivas;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
82;92;AGAR SAL Y MANITOL;Para el aislamiento y diferenciación de estafilococos;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
83;92;AGAR SALMONELLA SHIGELLA;Medio altamente selectivo para el aislamiento de especies de Salmonella y Shigella;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
84;92;AGAR SOYA TRIPTICASEÍNA;Para el cultivo y aislamiento de microorganismos fastidiosos;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
85;92;AGAR TCBS;Para el cultivo y aislamiento de Vibrio cholerae y otras especies de vibrios de importancia clínica;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
86;92;AGAR VERDE BRILLANTE;Medio altamente selectivo para el aislamiento de Salmonella a partir de alimentos, muestras clínicas y otros;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
87;92;AGAR XLD;Para el aislamiento y diferenciación de enterobacterias, especialmente de los géneros Salmonella y Shigella;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
88;92;BASE DE AGAR GC;Para el cultivo y aislamiento de Neisseria gonorrhoeae, Haemophilus influenzae y otros microorganismos fastidiosos;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
89;92;BASE DE AGAR SANGRE;Para el aislamiento y cultivo de una amplia variedad de microorganismos, y adicionado con sangre de carnero, es útil para el cultivo de microorganismos fastidiosos;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
90;92;BASE DE CALDO TETRATIONATO;Utilizado para el preenriquecimiento y recuperación de Salmonella spp. a partir de muestras con alto contenido de biota mixta;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
91;92;CALDO LACTOSADO;Para el cultivo de Salmonella y otros coliformes a partir de agua, alimentos y productos farmacéuticos;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
92;92;CALDO MR-VP;Para la diferenciación de organismos coliformes en base a las pruebas de Rojo de Metilo y Voges Proskauer;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
93;92;CALDO NUTRITIVO;Para el cultivo de microorganismos poco exigentes en cuanto a sus necesidades nutritivas;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
94;92;CALDO ROJO DE FENOL Y SACAROSA;Para la diferenciación de enterobacterias basado en su capacidad de fermentar la sacarosa;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
95;92;CALDO SELENITO DE SODIO;Utilizado para el preenriquecimiento y recuperación de Salmonella spp. a partir de muestras con alto contenido de biota mixta;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
96;92;CALDO SOYA TRIPTICASEÍNA;Para la recuperación y el cultivo de diversos microorganismos y para realizar pruebas de esterilidad en productos farmacéuticos y biológicos;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
97;92;INFUSIÓN CEREBRO CORAZÓN;Para el cultivo de microorganismos fastidiosos incluyendo Estreptococos, Neumococos y Meningococos;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
98;92;MEDIO CTA;Medio para conservación de cepas y determinación de la movilidad de microorganismos fastidiosos. Adicionado con carbohidratos, es útil para estudios de fermentación;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
99;92;MEDIO LÍQUIDO DE TIOGLICOLATO SIN DEXTROSA Y SIN INDICADOR;Medio para la detección de bacterias anaerobias estrictas y facultativas a partir de especímenes estériles que contienen preservativos derivados del mercurio;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
100;92;MEDIO MIO;Para la diferenciación de enterobacterias en base a su movilidad, descarboxilación de la ornitina y la producción de indol;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
101;92;MEDIO DE TRANSPORTE DE STUART;Medio empleado para el transporte y preservación de especímenes bacteriológicos;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
102;93;AGAR BIGGY;Para el aislamiento de levaduras del género Candida;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
103;93;AGAR BILIS Y ROJO VIOLETA;Para el recuento de bacterias coliformes;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
104;93;AGAR CASMAN;Para el cultivo y aislamiento de microorganismos fastidiosos;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
105;93;AGAR CASMAN GARDNERELLA;Enriquecido con sangre de caballo para el cultivo y aislamiento de Gardnerella vaginalis y otros microorganismos fastidiosos;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
106;93;AGAR CLED;Para el aislamiento, diferenciación y cuenta de los principales microorganismos uropatógenos;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
107;93;AGAR COLUMBIA CNA;Para el aislamiento selectivo de microorganismos Gram positivos;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
108;93;AGAR DEXTROSA Y PAPA;Para la identificación, cultivo y recuento de hongos y levaduras de importancia sanitaria;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
109;93;AGAR DEXTROSA SABOURAUD;Para el cultivo de hongos y levaduras;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
110;93;AGAR EOSINA AZUL DE METILENO;Para el aislamiento y diferenciación de bacilos entéricos gram negativos;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
111;93;AGAR ESTAFILOCOCOS No. 110;Medio selectivo y diferencial para el cultivo y aislamiento de estafilococos;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
112;93;AGAR GELOSA CHOCOLATE;Medio polienriquecido para el cultivo y aislamiento de Neisseria gonorrhoeae, Haemophilus influenzae y otros microorganismos fastidiosos;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
113;93;AGAR MAC CONKEY;Medio selectivo y diferencial para el aislamiento de coliformes y otros bacilos gram negativos;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
114;93;AGAR PARA MÉTODOS ESTÁNDAR;Para el recuento de microorganismos mesofílicos aerobios de importancia sanitaria;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
115;93;AGAR MICOBIÓTICO;Para el cultivo de hongos patógenos a partir de muestras de piel, uñas, manos y suelo;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
116;93;AGAR MUELLER HINTON;Para pruebas de susceptibilidad antimicrobiana por difusión en agar en base al documento M2-A9 del CLSI;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
117;93;AGAR NUTRITIVO;Para el cultivo de microorganismos con pocas exigencias nutritivas;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
118;93;AGAR SAL Y MANITOL;Para el aislamiento y diferenciación de estafilococos;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
119;93;AGAR SALMONELLA SHIGELLA;Medio altamente selectivo para el aislamiento de especies de Salmonella y Shigella;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
120;93;AGAR SANGRE (AST);Medio de cultivo enriquecido con sangre de carnero al 5% para el cultivo de microorganismos fastidiosos;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
121;93;AGAR SANGRE (BASE DE AGAR SANGRE);Medio de cultivo enriquecido con sangre de carnero al 5% para el cultivo de microorganismos fastidiosos;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
122;93;AGAR SANGRE CON AZIDA;Favorece la recuperación de estreptococos y estafilococos sobre la biota gram negativa presente en ciertos especímenes bacteriológicos;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
123;93;AGAR SANGRE CON BAJO pH;Medio para el aislamiento y cultivo de microorganismos exigentes;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
124;93;AGAR SOYA TRIPTICASEÍNA;Para el cultivo y aislamiento de microorganismos fastidiosos;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
125;93;AGAR TCBS;Para el cultivo y aislamiento de Vibrio cholerae y otras especies de vibrios de importancia clínica;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
126;93;AGAR THAYER MARTIN;Para la recuperación y aislamiento de especies patógenas de Neisserias a partir de especímenes que contienen biota bacteriana mixta;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
127;93;AGAR VERDE BRILLANTE;Medio altamente selectivo para el aislamiento de Salmonella a partir de alimentos, muestras clínicas y otros;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
128;93;AGAR XLD;Para el aislamiento y diferenciación de enterobacterias, especialmente de los géneros Salmonella y Shigella;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
129;94;AGAR BILIS Y ROJO VIOLETA;Para el recuento de bacterias coliformes;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
130;94;AGAR DEXTROSA SABOURAUD;Para el cultivo de hongos y levaduras;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
131;94;AGAR PARA MÉTODOS ESTÁNDAR;Para el recuento de microorganismos mesofílicos aerobios de importancia sanitaria;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
132;94;AGAR R2A;Para el recuento de microorganismos aerobios en aguas tratadas;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
133;95;AGAR MUELLER HINTON X 150 mm;Para pruebas de susceptibilidad antimicrobiana por difusión en agar;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
134;96;AGAR PARA CANDIDA;Para la recuperación e identificación rápida de levaduras del género Cándida;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
135;96;AGAR PARA SALMONELLA;Medio selectivo utilizado para el aislamiento de Salmonella a partir de muestras clínicas, de alimentos y agua;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
136;96;AGAR PARA INFECCIONES DEL TRACTO URINARIO (UTIC);Medio utilizado para la identificación presuntiva de los principales microorganismos uropatógenos;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
137;97;AGAR BIGGY;Para el aislamiento de levaduras del género Candida;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
138;97;AGAR CITRATO DE SIMMONS;Para diferenciar bacilos gram negativos en base a la utilización del citrato;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
139;97;AGAR DEXTROSA Y PAPA;Para la identificación, cultivo y recuento de hongos y levaduras de importancia sanitaria;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
140;97;AGAR DEXTROSA SABOURAUD;Para el cultivo de hongos y levaduras;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
141;97;AGAR ESTAFILOCOCOS No. 110;Medio selectivo y diferencial para el cultivo y aislamiento de estafilococos;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
142;97;AGAR FENILALANINA;Para la diferenciación de especies de Proteus, Morganella y Providencia de otras enterobacterias;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
143;97;AGAR HIERRO DE KLIGLER;Para la identificación de bacilos gram negativos en base a su capacidad de fermentar dextrosa y lactosa y la produción de H2S;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
144;97;AGAR HIERRO Y LISINA;Para la identificación de enterobacterias, especialmente Salmonella basada en la descarboxilación/desaminación de la Lisina y la producción de H2S;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
145;97;AGAR MICOBIÓTICO;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
146;97;AGAR SOYA TRIPTICASEÍNA;Para el cultivo y aislamiento de microorganismos fastidiosos;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
147;97;BASE DE CALDO TETRATIONATO;Utilizado para el preenriquecimiento y recuperación de Salmonella spp. a partir de muestras con alto contenido de biota mixta;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
148;97;CALDO LACTOSADO;Para el cultivo de Salmonella y otros coliformes en agua, alimentos y productos farmacéuticos;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
149;97;CALDO MR-VP;Para la diferenciación de organismos coliformes en base a las pruebas de Rojo de Metilo y Voges Proskauer;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
150;97;CALDO NUTRITIVO;Para el cultivo de microorganismos poco exigentes en cuanto a sus necesidades nutritivas;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
151;97;CALDO ROJO DE FENOL Y SACAROSA;Para la diferenciación de enterobacterias basado en su capacidad de fermentar la sacarosa;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
152;97;CALDO SELENITO DE SODIO;Utilizado para el preenriquecimiento y recuperación de Salmonella spp. a partir de muestras con alto contenido de biota mixta;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
153;97;CALDO SOYA TRIPTICASEÍNA;Para la recuperación y el cultivo de diversos microorganismos y para realizar pruebas de esterilidad en productos farmacéuticos y biológicos;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
154;97;INFUSIÓN CEREBRO CORAZÓN;Para el cultivo de microorganismos fastidiosos incluyendo Estreptococos, Neumococos y Meningococos;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
155;97;MEDIO MIO;Para la diferenciación de Enterobacterias en base a su movilidad, descarboxilación de la ornitina y la producción de indol;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
156;97;MEDIO LIQ. DE TIOGLICOLATO S/DEXTROSA S/INDICADOR;Medio para la detección de bacterias anaerobias estrictas y facultativas en materiales normalmente estériles que contienen preservativos derivados del mercurio;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
157;97;AGUA PEPTONADA (Triptona) 3.0 mL;Medio utilizado como diluyente y de enriquecimiento para análisis de alimentos en muestras de interés sanitario;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
158;97;AGUA PEPTONADA (Triptona) 9.0 mL;Medio utilizado como diluyente y de enriquecimiento para análisis de alimentos en muestras de interés sanitario;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
159;97;AGUA PEPTONADA ALCALINA 9.0 mL;Medio de enriquecimiento utilizado para la búsqueda de Vibrio sp. a partir de muestra clínicas y de alimentos;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
160;97;SOLUCIÓN SALINA 0.85%;Solución empleada para diluciones;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
161;98;KIT PARA PRUEBAS BIOQUÍMICAS I;Para identificación de Enterobacterias. Contiene: Agar Citrato de Simmons ( 2 tubos), Agar Hierro y Lisina (2 tubos), Agar Hierro y Triple Azúcar (2 tubos), Agar Urea de Christensen (2 tubos), Medio MIO (2 tubos);;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
162;99;AGAR BILIS Y ROJO VIOLETA;Para el recuento de bacterias coliformes;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
163;99;AGAR DEXTROSA Y PAPA;Para la identificación, cultivo y recuento de hongos y levaduras de importancia sanitaria;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
164;99;AGAR DEXTROSA SABOURAUD;Para el cultivo de hongos y levaduras;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
165;99;AGAR PARA MÉTODOS ESTÁNDAR;Para el recuento de microorganismos mesofílicos aerobios de importancia sanitaria;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
166;99;AGAR MUELLER HINTON;Para pruebas de susceptibilidad antimicrobiana por difusión en agar en base al documento M2-A9 del CLSI;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
167;99;AGAR SUERO DE NARANJA;Para el aislamiento, cultivo y determinación de microorganismos patógenos ácido-tolerantes a partir de jugos;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
168;100;HEMO-CHEK ICC;Para el cultivo y recuperación de microorganismos aerobios causantes de bacteremia. PEDIÁTRICO: Frascos con 20 mL de Infusión Cerebro Corazón con vacío para drenar 2 mL de sangre *. ADULTO: Frascos con 50 mL de Infusión Cerebro Corazón con vacío para drenar 5 mL de sangre *;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
